WKT,osm_id,name,ref,type,oneway,bridge,maxspeed
"MULTILINESTRING ((-89.0161478 42.5233203,-89.0161054 42.5233164,-89.0160634 42.5233222,-89.0160259 42.5233373,-89.0159964 42.5233601,-89.0159778 42.5233885,-89.015972 42.5234197,-89.0159811 42.5234542,-89.0160056 42.5234843,-89.0160425 42.5235064,-89.0160875 42.523518,-89.0161352 42.5235175,-89.0161798 42.5235051,-89.016216 42.5234823,-89.0162394 42.5234517,-89.0162473 42.5234171,-89.0162387 42.5233825,-89.0162178 42.5233551,-89.0161865 42.5233336,-89.0161478 42.5233203))",21572468,Ashland Avenue,,residential,1,0,
"MULTILINESTRING ((-89.018944 42.523341,-89.018244 42.523355,-89.018148 42.523382,-89.018069 42.523425,-89.018038 42.523459))",21572469,Ashland Avenue,,residential,0,0,
"MULTILINESTRING ((-88.998695 42.520369,-88.996968 42.520386,-88.996416 42.520395,-88.996202 42.52041,-88.996009 42.520467,-88.995488 42.520663,-88.992789 42.521748,-88.9911163 42.5224183))",21572476,Blarney Stone Drive,,residential,0,0,
"MULTILINESTRING ((-89.003603 42.548171,-89.004087 42.548205,-89.004468 42.548255,-89.004653 42.548304,-89.004819 42.548386,-89.005128 42.548586,-89.005365 42.548816,-89.005482 42.549064,-89.005529 42.549329,-89.005574 42.549642))",21572481,South Ehle Drive,,residential,0,0,
"MULTILINESTRING ((-88.98895 42.53121,-88.988951 42.532294))",21572495,Crittenden Place,,residential,0,0,
"MULTILINESTRING ((-89.028979 42.54858,-89.028982 42.549305))",21572511,South Mohican Drive,,residential,0,0,
"MULTILINESTRING ((-89.0740951 42.5263919,-89.074057 42.528931,-89.074048 42.529625,-89.0740491 42.5313705,-89.074025 42.532371,-89.074029 42.53277))",21572553,Masters Street,,residential,0,0,
"MULTILINESTRING ((-89.073557 42.499927,-89.073554 42.500821,-89.073552 42.50175,-89.073552 42.501772,-89.07355 42.502673,-89.0735084 42.5036168,-89.073535 42.51007,-89.0735403 42.5109193))",21572558,Masters Street,,residential,0,0,
"MULTILINESTRING ((-89.0650068 42.5072467,-89.0650317 42.509286))",21572596,William Street,,residential,0,0,
"MULTILINESTRING ((-89.035225 42.55718,-89.034776 42.557431,-89.034149 42.557773,-89.033758 42.557927,-89.033332 42.558061,-89.032885 42.558165,-89.032411 42.558242,-89.031664 42.558305,-89.031404 42.558308,-89.030474 42.558296,-89.027807 42.558272,-89.0276559 42.5582874,-89.026681 42.558387,-89.026538 42.558409,-89.026279 42.558421))",21572608,East Holly Road,,residential,0,0,
"MULTILINESTRING ((-88.993287 42.528093,-88.993136 42.528211,-88.993079 42.528262,-88.993021 42.528342,-88.99233 42.530305,-88.992273 42.530499,-88.992235 42.530715,-88.992213 42.530919,-88.992205 42.531222,-88.992196 42.532294,-88.992186 42.532872,-88.992172 42.532978,-88.992142 42.533074,-88.992098 42.533162,-88.99204 42.533234))",21572613,West Collingswood Drive,,residential,0,0,
"MULTILINESTRING ((-89.01747 42.546729,-89.0165354 42.5467313,-89.0137651 42.546738,-89.0118389 42.546744,-89.0117491 42.5467432,-89.011585 42.5467418))",21572620,West Hart Road,,residential,0,0,
"MULTILINESTRING ((-89.034264 42.549892,-89.034273 42.548202,-89.03423 42.548055,-89.034159 42.547935,-89.033878 42.547687,-89.033086 42.54714,-89.03288 42.547058,-89.032659 42.546998,-89.032424 42.546969,-89.031271 42.546933,-89.031098 42.546915,-89.030968 42.546889,-89.03072 42.546833,-89.030531 42.546823,-89.02642 42.546823))",21572622,West Hart Road,,residential,0,0,
"MULTILINESTRING ((-89.0291607 42.4977577,-89.0291246 42.497793,-89.0291167 42.4978163,-89.0291083 42.4978412,-89.0291183 42.4985532,-89.02912 42.4986758,-89.0291197 42.4987979,-89.0291181 42.4995695,-89.0291179 42.4996559))",21572644,Short Street,,residential,0,0,25
"MULTILINESTRING ((-89.033933 42.559671,-89.034249 42.560171,-89.034368 42.560408,-89.034399 42.560527,-89.034432 42.560799,-89.03443 42.560869,-89.03438 42.560945))",21572646,South Rose Court,,residential,0,0,
"MULTILINESTRING ((-89.043571 42.523458,-89.0438061 42.5234477,-89.0454487 42.5233931))",21572648,Hazel Avenue,,residential,0,0,
"MULTILINESTRING ((-88.995499 42.53084,-88.996383 42.530889,-88.996675 42.530978,-88.997009 42.531169))",21572649,Camelot Court,,residential,0,0,
"MULTILINESTRING ((-89.0139832 42.5416236,-89.013983 42.541719,-89.013818 42.542407,-89.013749 42.542753,-89.01374 42.542917,-89.013814 42.543609,-89.013778 42.5457886,-89.0137651 42.546738))",21572665,Iva Court,,residential,0,0,
"MULTILINESTRING ((-89.0136562 42.5375454,-89.013624 42.539604,-89.013574 42.539737,-89.013489 42.539832,-89.013293 42.539941))",21572667,Iva Court,,residential,0,0,
"MULTILINESTRING ((-89.0472 42.526398,-89.047439 42.526401))",21572670,West Cherry Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0395661 42.5006987,-89.0397238 42.5006994,-89.0398962 42.5007002,-89.0402923 42.5007022,-89.0404634 42.5007014,-89.0406044 42.5007008,-89.0407224 42.5007094,-89.0408415 42.500731,-89.0409613 42.500754,-89.0410659 42.5007613,-89.0416036 42.5007539,-89.0417262 42.5007522))",21572678,Garden Lane,,residential,0,0,
"MULTILINESTRING ((-88.987959 42.548421,-88.98904 42.548944))",21572697,East Trail Drive,,residential,0,0,
"MULTILINESTRING ((-89.002191 42.524879,-89.002142 42.526928,-89.0021372 42.5279773,-89.0021388 42.5290236,-89.0021209 42.5299746,-89.002081 42.530664,-89.002013 42.530824,-89.001899 42.53096,-89.001747 42.531075,-89.001563 42.531155,-89.001346 42.531205,-89.001135 42.531235,-89.000947 42.53128,-89.000787 42.531342,-89.000665 42.531436,-89.0004597 42.5317718,-89.000236 42.532069,-89.000205 42.532206,-89.000188 42.532478,-89.000147 42.532583,-89.000101 42.532644,-88.999994 42.532759,-88.999467 42.533292,-88.999299 42.533382,-88.999203 42.533418))",21572751,Bootmaker Drive,,residential,0,0,
"MULTILINESTRING ((-89.0407398 42.5026405,-89.0407357 42.502809))",21572798,West Drive,,residential,0,0,
"MULTILINESTRING ((-88.987632 42.531216,-88.987594 42.531236,-88.987547 42.531293,-88.987501 42.531955,-88.987361 42.532287,-88.987265 42.532486,-88.987289 42.532693,-88.987559 42.533041,-88.987735 42.533166))",21572810,Cornforth Place,,residential,0,0,
"MULTILINESTRING ((-89.046067 42.526454,-89.046414 42.52713,-89.046494 42.527183))",21572815,Roger Court,,residential,0,0,
"MULTILINESTRING ((-89.04618 42.526016,-89.046151 42.526124,-89.04614 42.526254,-89.046149 42.526437))",21572819,Roger Court,,residential,0,0,
"MULTILINESTRING ((-88.942495 42.540414,-88.942803 42.540973,-88.942835 42.541114,-88.942831 42.541396,-88.942782 42.541522,-88.942695 42.541629,-88.942572 42.541715,-88.942423 42.541773,-88.942252 42.541795,-88.941892 42.541795,-88.941554 42.541771,-88.941403 42.541727,-88.94127 42.541654,-88.94117 42.541561,-88.940818 42.541052))",21572822,Monarch Circle,,residential,0,0,
"MULTILINESTRING ((-89.011335 42.562144,-89.005154 42.562201,-89.00504 42.562208,-89.004931 42.562233,-89.004886 42.56226))",21572824,Walton Lane,,residential,0,0,
"MULTILINESTRING ((-89.0002683 42.5361244,-89.0003734 42.536061,-89.0006449 42.5360119,-89.0010226 42.5359983,-89.0020452 42.5360032))",21572827,Hyacinth Court,,residential,0,0,
"MULTILINESTRING ((-89.0148781 42.5345393,-89.0148474 42.5375476,-89.014797 42.540294,-89.014805 42.540446,-89.014829 42.540583,-89.014866 42.540721,-89.014882 42.540779))",21572866,Butlin Drive,,residential,0,0,
"MULTILINESTRING ((-89.0358965 42.5338805,-89.0341723 42.5338755,-89.0340417 42.5339073,-89.0339426 42.5339674,-89.0337502 42.534122))",21572882,East Weirick Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0241212 42.5157611,-89.0240152 42.5157627,-89.0229874 42.5157783,-89.0218664 42.5157853,-89.0208479 42.5157976,-89.0207801 42.5157984,-89.0206923 42.5158006,-89.020025 42.5158172,-89.0196742 42.5158247,-89.0193342 42.5158321,-89.0180654 42.5158223))",21572897,Switchtrack Alley,,residential,0,0,
"MULTILINESTRING ((-89.0177661 42.5158201,-89.0169298 42.5158153,-89.0168418 42.5158148))",21572898,Switchtrack Alley,,residential,0,0,
"MULTILINESTRING ((-89.029585 42.555642,-89.027804 42.555615,-89.027627 42.555607,-89.027458 42.555592,-89.027111 42.55555,-89.0270797 42.5555434,-89.026377 42.555395,-89.025625 42.555217))",21572902,Daffodil Lane,,residential,0,0,
"MULTILINESTRING ((-89.011411 42.558286,-89.011538 42.558287,-89.013781 42.55831,-89.016488 42.558337))",21572906,East Zick Drive,,residential,0,0,
"MULTILINESTRING ((-88.9991349 42.5357428,-88.998937 42.536066,-88.998916 42.536142,-88.998928 42.536223,-88.998965 42.536302,-88.999368 42.536872))",21572910,Heather Terrace,,residential,0,0,
"MULTILINESTRING ((-89.007234 42.53747,-89.007207 42.539463))",21572913,Manor Drive,,residential,0,0,
"MULTILINESTRING ((-89.0366063 42.5129359,-89.0369327 42.5129296,-89.0379371 42.5129103,-89.0380511 42.512907,-89.0389105 42.512882,-89.0391062 42.5128763,-89.0391899 42.5128763,-89.0392708 42.5128742,-89.0395861 42.5128629,-89.0403995 42.5128337,-89.042013 42.5128128,-89.0432109 42.5127822,-89.0438206 42.51277,-89.0444364 42.5127532,-89.0450475 42.51274,-89.0456474 42.5127283,-89.0462699 42.5127175,-89.0468774 42.5127055,-89.0474866 42.5126938,-89.0481036 42.5126832,-89.048696 42.5126685,-89.0492774 42.5126564,-89.0498218 42.5126414,-89.0503598 42.5126316,-89.0509301 42.512618,-89.0515254 42.5126099,-89.0521407 42.5126152,-89.0527494 42.5126152,-89.0539874 42.5126183,-89.055175 42.5126295,-89.0558037 42.5126376,-89.0564372 42.5126386))",21572918,Middle Street,,residential,0,0,
"MULTILINESTRING ((-89.0218522 42.5110793,-89.0218527 42.5111432,-89.0218679 42.5129939,-89.0218685 42.5130673,-89.0218684 42.5131324,-89.0218664 42.5157853))",21572934,Nelson Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0218941 42.5250421,-89.021882 42.525618,-89.0218608 42.52775,-89.021854 42.528712,-89.0218495 42.5291382,-89.0218555 42.529196,-89.0218602 42.5292186,-89.0218714 42.5292412,-89.0218886 42.5292548))",21572935,Nelson Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0219191 42.5179332,-89.0219186 42.5179964,-89.0219143 42.5185321,-89.0219079 42.5193126,-89.0218988 42.5204229))",21572937,Nelson Avenue,,residential,0,0,
"MULTILINESTRING ((-89.040419 42.56656,-89.039987 42.567293,-89.03985 42.567417,-89.039691 42.567522,-89.039525 42.567605,-89.039358 42.567652,-89.034918 42.567631,-89.034709 42.56762,-89.034232 42.56751))",21572949,East Auburn Drive,,residential,0,0,
"MULTILINESTRING ((-89.0576549 42.5035439,-89.0576665 42.5040069,-89.0576863 42.5053445,-89.0576908 42.5071856,-89.0577021 42.5076311,-89.0577172 42.5087609,-89.0577225 42.5092216,-89.0577263 42.510385,-89.0577277 42.510832,-89.0577303 42.5113115,-89.0577305 42.5113305,-89.0577311 42.5113896,-89.0577343 42.5117087,-89.057735 42.5117762,-89.0577362 42.5118892,-89.0577333 42.5121187,-89.0577401 42.5124179))",21572983,Grant Street,,residential,0,0,
"MULTILINESTRING ((-89.057662 42.515307,-89.0576428 42.5181003,-89.0576645 42.5217727,-89.0576601 42.5254188,-89.057642 42.527067,-89.057635 42.5278416))",21572985,Grant Street,,residential,0,0,
"MULTILINESTRING ((-89.0348034 42.5006706,-89.0347733 42.5006841,-89.0347266 42.5006903,-89.0346549 42.5006902,-89.0345954 42.5006847,-89.034184 42.5006467,-89.034133 42.500642,-89.033822 42.5006138,-89.0337846 42.5006088,-89.0337212 42.5006003,-89.0336329 42.5005867,-89.0335199 42.5005867,-89.0328081 42.5005865,-89.0325799 42.5005865,-89.0323163 42.5005864,-89.0322184 42.5005866,-89.0319881 42.5005872,-89.0317209 42.5005879,-89.0315307 42.5005884,-89.0310445 42.5005856,-89.0309028 42.5005861,-89.0307738 42.5005861,-89.0297194 42.5005862,-89.0295725 42.500586))",21572991,Public Avenue,,residential,0,0,25
"MULTILINESTRING ((-88.955099 42.537443,-88.955074 42.537488,-88.955055 42.537589,-88.955052 42.537692,-88.955143 42.538477,-88.955086 42.53909,-88.955087 42.539118,-88.955097 42.539448,-88.955119 42.539547))",21573019,Finn Road,,residential,0,0,
"MULTILINESTRING ((-89.0149337 42.5226011,-89.0141477 42.5231241,-89.0140559 42.5231781,-89.0137192 42.5233951,-89.0129761 42.5238848,-89.012555 42.5241613,-89.0123322 42.524306))",21573029,Shopiere Road,,tertiary,0,0,
"MULTILINESTRING ((-88.9976828 42.5274514,-88.9993278 42.52745,-88.999419 42.5274435,-88.9994561 42.5274326))",21573042,Boulder Court,,residential,0,0,
"MULTILINESTRING ((-89.0174481 42.5303596,-89.0158671 42.5303535,-89.0155205 42.5303522,-89.0117935 42.5303454))",21573049,Carlyle Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0441509 42.5027676,-89.0441905 42.5034803,-89.0442578 42.5053093,-89.0443097 42.5072912,-89.0443568 42.5091799,-89.0443978 42.5109541,-89.0444364 42.5127532,-89.0444774 42.5145764,-89.0445145 42.5160753))",21573086,Oak Street,,residential,0,0,
"MULTILINESTRING ((-89.044957 42.518546,-89.045229 42.519512,-89.045427 42.520159))",21573088,Oak Street,,residential,0,0,
"MULTILINESTRING ((-89.063751 42.518319,-89.064881 42.519192,-89.064953 42.519256,-89.0652793 42.5195056,-89.0658137 42.5199144,-89.0659456 42.5200153,-89.0662694 42.520263,-89.0664828 42.5204262,-89.0667592 42.5206377,-89.0670164 42.5208344,-89.067127 42.520919,-89.06734 42.5211031))",21573089,Cleora Drive,,residential,0,0,
"MULTILINESTRING ((-89.0727873 42.5253568,-89.0730393 42.5255563,-89.0733526 42.5258042,-89.0735653 42.5259726,-89.0738428 42.5261922,-89.0740951 42.5263919,-89.0748825 42.5269859,-89.0752385 42.5272713,-89.0752729 42.5273005,-89.0752916 42.527325,-89.075304 42.527357))",21573091,Cleora Drive,,residential,0,0,
"MULTILINESTRING ((-89.038368 42.562741,-89.038338 42.563188,-89.038342 42.563265,-89.03839 42.56335))",21573096,East North Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0550891 42.5035306,-89.0550822 42.5039929,-89.0550924 42.5053573,-89.0551001 42.507185))",21573101,Garfield Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0551875 42.5071863,-89.0551896 42.5076085,-89.0551936 42.5087645,-89.0552013 42.5092137,-89.0552008 42.509587,-89.0552231 42.5102247,-89.0552192 42.5105719,-89.0552181 42.5106744,-89.0552042 42.510736,-89.0551756 42.5108286,-89.0551649 42.5108789,-89.0551493 42.5109433,-89.055175 42.5126295,-89.055183 42.5130738,-89.0551634 42.514434,-89.055175 42.515632,-89.055186 42.515823,-89.055173 42.516056,-89.05518 42.517085,-89.055228 42.517445,-89.055257 42.51761,-89.055313 42.5180832,-89.0553151 42.5218276))",21573104,Garfield Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0551671 42.5218277,-89.0551678 42.5253952))",21573105,Garfield Avenue,,residential,0,0,
"MULTILINESTRING ((-89.032056 42.544449,-89.0305 42.54445))",21573109,Farm Road,,residential,0,0,
"MULTILINESTRING ((-88.9476188 42.5385397,-88.9477244 42.5386347,-88.9478139 42.5387255,-88.9478619 42.5387933,-88.9481824 42.5392797,-88.9482041 42.5393165,-88.9482223 42.5393637,-88.9482301 42.5393986,-88.9482277 42.53944,-88.9482174 42.539511))",21573114,East Hart Road,CTH X,primary,1,0,
"MULTILINESTRING ((-88.950172 42.542998,-88.9499921 42.5425472,-88.9499237 42.5424046,-88.9498559 42.5422647,-88.94978 42.5421399,-88.9497472 42.5420904,-88.9496941 42.5420112,-88.9494858 42.5417393,-88.9494695 42.5417045,-88.9494546 42.5416695,-88.9494479 42.5416272,-88.9494438 42.5415958,-88.9494519 42.5415486))",21573121,East Hart Road,,secondary,1,0,
"MULTILINESTRING ((-89.0267788 42.5146508,-89.0266659 42.51465,-89.0242506 42.5146083,-89.0241178 42.5146053))",21573123,Gerald Avenue,,residential,0,0,
"MULTILINESTRING ((-89.0402479 42.5034568,-89.0402458 42.5033763,-89.0402324 42.5028614,-89.0402334 42.5028039,-89.0401492 42.5027231,-89.0401289 42.5026998,-89.0401212 42.5026774,-89.0401136 42.5025153,-89.0401115 42.5024695,-89.0401147 42.5024469,-89.0401225 42.5024276,-89.0401439 42.5023956,-89.040149 42.502168,-89.040154 42.501899,-89.0401538 42.5017441,-89.0401537 42.5016822))",21573132,Gaston Drive,,residential,1,0,
"MULTILINESTRING ((-89.0201088 42.5600823,-89.0202587 42.5600831,-89.0219567 42.5600913))",21573197,East Turner Drive,,residential,0,0,
"MULTILINESTRING ((-88.986214 42.547872,-88.985714 42.547645,-88.985571 42.547608,-88.98542 42.547589,-88.984699 42.547565))",21573220,East Leona Drive,,residential,0,0,
"MULTILINESTRING ((-88.995488 42.520663,-88.995507 42.521666,-88.995517 42.522053,-88.995556 42.522454,-88.995646 42.522779,-88.995702 42.522907,-88.99589 42.523137))",21573246,North Lodge Drive,,residential,0,0,
"MULTILINESTRING ((-89.043855 42.518599,-89.044112 42.519535,-89.044378 42.520413))",21573267,Vine Street,,residential,0,0,
"MULTILINESTRING ((-89.0429837 42.5034777,-89.0430403 42.5052963,-89.0430797 42.5072754,-89.0431255 42.5091729,-89.0431732 42.5109718,-89.0432109 42.5127822,-89.0432704 42.514608,-89.0432698 42.5155572,-89.0432749 42.5161096))",21573268,Vine Street,,residential,0,0,
"MULTILINESTRING ((-89.0109838 42.504617,-89.011036 42.504755,-89.011087 42.504881,-89.011126 42.505018,-89.011144 42.505152,-89.01115 42.505276,-89.011163 42.505572,-89.011172 42.505668,-89.011178 42.505718,-89.011191 42.505837,-89.011235 42.505962,-89.011283 42.506066,-89.011356 42.506151,-89.011461 42.506201,-89.011586 42.506235,-89.011705 42.506246,-89.011822 42.506248,-89.011924 42.506244))",21573288,Sherwood Drive Northeast,,residential,0,0,25
"MULTILINESTRING ((-89.0183288 42.5391452,-89.01832 42.5394968,-89.0183296 42.5395622,-89.0184805 42.5401885))",21573290,Loma Drive,,residential,0,0,
"MULTILINESTRING ((-89.0241106 42.5130585,-89.0239939 42.5130591,-89.0229757 42.5130644,-89.0218685 42.5130673,-89.0207534 42.5130731,-89.019485 42.5130788,-89.0193652 42.5130618,-89.0192155 42.5130363,-89.0185663 42.5130189))",21573304,Keeler Avenue,,residential,0,0,25
"MULTILINESTRING ((-89.034264 42.549892,-89.033575 42.54989,-89.030923 42.549888,-89.030807 42.549913,-89.030717 42.549958,-89.03064 42.550034,-89.0300264 42.5510579,-89.0300048 42.5512079))",21573315,East Waterford Drive,,residential,0,0,
"MULTILINESTRING ((-89.03612 42.5091331,-89.036664 42.5091367,-89.0376639 42.5091433,-89.0378905 42.5091418,-89.0382532 42.5091458,-89.0386451 42.5091534,-89.0390523 42.5091514,-89.0391826 42.5091534,-89.0392809 42.5091536,-89.0402739 42.5091722,-89.0406835 42.5091737,-89.0419075 42.5091702,-89.0431255 42.5091729,-89.0443568 42.5091799,-89.0449777 42.5091737,-89.045563 42.5091737,-89.0461867 42.5091758,-89.0467814 42.5091797,-89.0474058 42.5091866,-89.048002 42.5091922,-89.0486504 42.5091951,-89.049155 42.5091973,-89.0492347 42.509195,-89.0498658 42.5091855,-89.0503225 42.5091896,-89.0504685 42.5091886,-89.0515064 42.5091946,-89.0521497 42.5091955,-89.0527421 42.5092016,-89.0539594 42.5092077,-89.0552013 42.5092137,-89.0564458 42.5092136,-89.0570842 42.5092196,-89.0577225 42.5092216,-89.0589429 42.5092255,-89.0601901 42.5092295,-89.0613827 42.5092648,-89.062271 42.5092737,-89.0626199 42.5092772,-89.063812 42.5092733,-89.0650317 42.509286,-89.0662424 42.5093095,-89.0686816 42.5093176,-89.0710325 42.5093316))",21573322,Merrill Avenue,,residential,0,0,
"MULTILINESTRING ((-89.001904 42.538807,-89.000173 42.538808,-89.000025 42.538797,-88.999912 42.538748))",21573363,Kruse Drive,,residential,0,0,
"MULTILINESTRING ((-88.9830742 42.5685629,-88.9830726 42.5686881,-88.9830504 42.5687822,-88.9828569 42.5692481,-88.9827386 42.5695917,-88.9826688 42.5698582,-88.9826446 42.5700706,-88.9825775 42.5711204,-88.9824251 42.5737918,-88.9823471 42.5751631,-88.9823402 42.5754222,-88.9823763 42.5756496,-88.982434 42.5757822,-88.9825218 42.5759355,-88.9825667 42.5761045,-88.9825845 42.576281,-88.9825809 42.5765601,-88.9824775 42.5839527))",21573367,South Patrick Road,,residential,0,0,
"MULTILINESTRING ((-89.002142 42.526928,-89.001797 42.527007))",21573371,Penny Lane,,residential,0,0,
"MULTILINESTRING ((-89.037521 42.543666,-89.037235 42.543706,-89.037104 42.543729,-89.036976 42.543775,-89.036022 42.544174,-89.035162 42.544583,-89.034555 42.544885,-89.034288 42.544949,-89.034146 42.544963,-89.034014 42.544954,-89.033837 42.544908))",21573374,East Baldwin Woods Road,,residential,0,0,
"MULTILINESTRING ((-89.0227965 42.5013797,-89.0227967 42.5014808,-89.0227763 42.5029586,-89.022775 42.503049,-89.0227751 42.5031626,-89.0227769 42.5046272,-89.022777 42.5047419,-89.0227768 42.5048266,-89.0227739 42.5063071,-89.0227737 42.5064045,-89.0227731 42.5065053,-89.0227636 42.5079749,-89.022763 42.5080725))",21573386,Central Avenue,,residential,0,0,25
